agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
712923,71570.5,0.019,932689,932689,1730678403974,false
712924,71572.0,0.023,932690,932690,1730678403974,false
712925,71572.1,0.006,932691,932691,1730678403974,false
712926,71570.5,0.071,932692,932694,1730678404110,true
712927,71538.6,0.002,932695,932695,1730678420169,true
712928,71542.4,0.001,932696,932696,1730678423724,false
712929,71542.4,0.001,932697,932697,1730678427272,false
712930,71537.5,0.001,932698,932698,1730678457761,true
712931,71529.0,0.031,932699,932699,1730678458504,true
712932,71506.7,0.076,932700,932701,1730678463070,false
712933,71500.0,0.01,932702,932702,1730678464029,true
712934,71489.1,0.001,932703,932703,1730678477932,false
712935,71486.6,0.003,932704,932704,1730678477960,false
712936,71480.5,0.003,932705,932707,1730678481050,true
712937,71479.2,0.001,932708,932708,1730678481055,true
712938,71479.3,0.005,932709,932709,1730678482287,false
712939,71481.8,0.01,932710,932710,1730678487287,false
712940,71479.2,0.005,932711,932713,1730678498075,true
712941,71481.8,0.001,932714,932714,1730678511190,false
712942,71481.8,0.03,932715,932717,1730678511377,false
712943,71514.2,0.009,932718,932718,1730678523068,false
712944,71514.2,0.016,932719,932719,1730678525736,true
712945,71502.7,0.002,932720,932720,1730678526094,false
712946,71525.7,0.002,932721,932721,1730678535642,true
712947,71512.4,0.009,932722,932724,1730678541984,true
712948,71456.1,0.009,932725,932725,1730678577287,false
712949,71456.0,0.006,932726,932727,1730678577478,true
712950,71456.0,0.133,932728,932728,1730678577964,true
712951,71454.8,0.007,932729,932730,1730678577964,true
712952,71451.1,0.009,932731,932731,1730678586300,true
712953,71451.0,0.031,932732,932732,1730678586300,true
712954,71460.7,0.001,932733,932733,1730678596211,false
712955,71454.5,0.001,932734,932734,1730678601788,true
712956,71445.0,0.031,932735,932735,1730678603028,true
712957,71435.3,0.002,932736,932736,1730678606427,true
712958,71430.4,0.001,932737,932737,1730678607626,false
712959,71432.2,0.003,932738,932738,1730678609854,false
712960,71431.6,0.003,932739,932739,1730678617287,false
712961,71435.9,0.003,932740,932740,1730678617287,false
712962,71429.6,0.001,932741,932741,1730678657913,true
712963,71434.3,0.001,932742,932742,1730678658262,false
712964,71450.6,0.007,932743,932743,1730678672515,false
712965,71451.5,0.01,932744,932744,1730678672515,false
712966,71451.6,0.009,932745,932745,1730678672515,false
712967,71451.7,0.005,932746,932746,1730678672515,false
712968,71462.3,0.002,932747,932748,1730678700890,false
712969,71453.4,0.002,932749,932749,1730678707287,false
712970,71453.5,0.008,932750,932750,1730678707287,false
712971,71472.0,0.006,932751,932751,1730678717287,false
712972,71474.8,0.003,932752,932752,1730678722633,false
712973,71454.8,0.01,932753,932754,1730678807417,true
712974,71421.4,0.009,932755,932755,1730678812287,false
712975,71422.4,0.006,932756,932756,1730678817287,false
712976,71421.0,0.001,932757,932757,1730678817395,true
712977,71414.2,0.001,932758,932758,1730678817815,true
712978,71400.0,0.006,932759,932761,1730678818726,true
712979,71400.0,0.004,932762,932763,1730678820035,true
712980,71418.9,0.001,932764,932764,1730678836082,false
712981,71419.5,0.001,932765,932765,1730678836659,false
712982,71421.5,0.007,932766,932766,1730678877287,false
712983,71424.2,0.001,932767,932767,1730678877287,false
712984,71419.7,0.001,932768,932768,1730678883646,true
712985,71410.0,0.002,932769,932769,1730678884834,false
712986,71423.7,0.001,932770,932770,1730678889638,false
712987,71419.1,0.002,932771,932771,1730678890836,true
712988,71438.9,0.002,932772,932772,1730678895937,false
712989,71438.8,0.003,932773,932773,1730678898176,false
712990,71442.8,0.002,932774,932775,1730678931782,true
712991,71417.4,0.001,932776,932776,1730678937112,false
712992,71418.6,0.003,932777,932778,1730678938071,false
712993,71433.9,0.005,932779,932779,1730678952287,false
712994,71436.6,0.001,932780,932780,1730678956378,false
712995,71436.4,0.001,932781,932781,1730678957825,false
712996,71431.8,0.001,932782,932782,1730678959912,true
712997,71403.8,0.007,932783,932783,1730678965811,false
712998,71383.4,0.001,932784,932784,1730678970951,true
712999,71378.8,0.051,932785,932786,1730678978338,true
713000,71378.6,0.027,932787,932788,1730678978338,true
713001,71377.9,0.01,932789,932789,1730678978338,true
713002,71377.8,0.027,932790,932790,1730678978338,true
713003,71386.9,0.001,932791,932791,1730678986882,false
713004,71397.2,0.005,932792,932792,1730678997287,false
713005,71400.0,0.013,932793,932793,1730679000703,false
713006,71397.4,0.007,932794,932794,1730679032287,false
713007,71397.2,0.012,932795,932797,1730679046986,true
713008,71388.4,0.01,932798,932799,1730679066199,false
713009,71392.9,0.001,932800,932800,1730679075893,false
713010,71392.9,0.002,932801,932801,1730679076031,false
713011,71396.7,0.009,932802,932802,1730679087287,false
713012,71395.7,0.003,932803,932804,1730679104949,true
713013,71395.7,0.002,932805,932806,1730679137703,false
713014,71405.6,0.003,932807,932807,1730679138037,false
713015,71375.8,0.003,932808,932808,1730679192287,false
713016,71381.0,0.001,932809,932809,1730679192287,false
713017,71378.1,0.001,932810,932810,1730679192419,false
713018,71395.5,0.008,932811,932811,1730679194956,true
713019,71394.0,0.028,932812,932813,1730679194956,true
713020,71392.7,0.007,932814,932814,1730679194956,true
713021,71390.4,0.015,932815,932815,1730679194956,true
713022,71390.3,0.041,932816,932816,1730679194956,true
713023,71388.2,0.003,932817,932817,1730679194956,true
713024,71401.9,0.001,932818,932818,1730679195513,false
713025,71400.2,0.004,932819,932819,1730679207287,false
713026,71418.4,0.002,932820,932821,1730679213433,false
713027,71418.4,0.001,932822,932822,1730679214090,false
713028,71418.4,0.019,932823,932828,1730679214670,false
713029,71439.6,0.001,932829,932829,1730679240948,true
713030,71423.2,0.002,932830,932830,1730679255946,false
713031,71423.2,0.007,932831,932831,1730679257287,false
713032,71420.9,0.002,932832,932833,1730679265537,true
713033,71451.6,0.001,932834,932834,1730679318039,false
713034,71451.5,0.003,932835,932835,1730679320298,false
713035,71481.8,0.008,932836,932836,1730679357287,false
713036,71479.2,0.001,932837,932837,1730679361362,true
713037,71475.7,0.001,932838,932838,1730679378154,false
713038,71458.8,0.006,932839,932839,1730679388561,true
713039,71378.8,0.002,932840,932840,1730679435730,false
713040,71376.4,0.001,932841,932841,1730679436348,false
713041,71376.2,0.009,932842,932842,1730679437287,false
713042,71373.6,0.003,932843,932845,1730679444629,true
713043,71368.2,0.005,932846,932847,1730679446797,true
713044,71366.2,0.007,932848,932848,1730679472636,true
713045,71390.0,0.001,932849,932849,1730679496728,false
713046,71395.6,0.01,932850,932850,1730679509450,true
713047,71360.1,0.005,932851,932851,1730679547287,false
713048,71366.2,0.004,932852,932852,1730679547287,false
713049,71358.1,0.02,932853,932855,1730679552112,true
713050,71356.9,0.001,932856,932856,1730679552130,true
713051,71354.4,0.001,932857,932857,1730679552169,true
713052,71344.4,0.002,932858,932859,1730679552330,true
713053,71343.5,0.002,932860,932860,1730679552346,true
713054,71341.9,0.002,932861,932861,1730679552464,true
713055,71328.1,0.001,932862,932862,1730679553034,true
713056,71328.0,0.002,932863,932863,1730679555615,false
713057,71362.0,0.001,932864,932864,1730679579770,true
713058,71364.8,0.002,932865,932865,1730679601941,true
713059,71363.7,0.001,932866,932866,1730679601941,true
713060,71351.4,0.003,932867,932867,1730679605129,false
713061,71389.0,0.001,932868,932868,1730679617282,false
713062,71395.3,0.001,932869,932869,1730679619164,false
713063,71391.1,0.001,932870,932870,1730679633286,true
713064,71398.6,0.003,932871,932871,1730679637598,false
713065,71396.8,0.003,932872,932874,1730679662906,false
713066,71406.1,0.004,932875,932875,1730679679794,true
713067,71397.4,0.002,932876,932876,1730679796013,false
713068,71397.4,0.001,932877,932877,1730679796525,false
713069,71403.8,0.003,932878,932878,1730679798073,false
713070,71403.9,0.023,932879,932879,1730679801197,false
713071,71404.0,0.023,932880,932880,1730679801197,false
713072,71403.8,0.008,932881,932881,1730679812287,false
713073,71411.2,0.002,932882,932882,1730679830400,false
713074,71418.7,0.031,932883,932883,1730679850596,false
713075,71426.9,0.003,932884,932886,1730679866665,true
713076,71411.1,0.005,932887,932887,1730679897287,false
713077,71418.8,0.005,932888,932888,1730679962287,false
713078,71410.8,0.001,932889,932889,1730679976193,false
713079,71408.1,0.009,932890,932890,1730679982287,false
713080,71407.9,0.005,932891,932891,1730679987287,false
713081,71408.8,0.004,932892,932892,1730679987287,false
713082,71407.6,0.004,932893,932893,1730679992287,false
713083,71407.3,0.009,932894,932894,1730679997287,false
713084,71406.8,0.041,932895,932895,1730680015771,false
713085,71406.9,0.049,932896,932897,1730680015771,false
713086,71406.7,0.002,932898,932899,1730680017901,true
713087,71393.8,0.001,932900,932900,1730680017901,true
713088,71380.0,0.002,932901,932901,1730680033133,true
713089,71359.2,0.002,932902,932903,1730680046703,true
713090,71350.0,0.004,932904,932904,1730680052400,true
713091,71345.1,0.003,932905,932906,1730680063017,true
713092,71338.3,0.002,932907,932907,1730680074907,true
713093,71338.2,0.001,932908,932908,1730680074907,true
713094,71320.0,0.008,932909,932909,1730680078484,true
713095,71317.5,0.002,932910,932910,1730680078484,true
713096,71313.5,0.007,932911,932913,1730680081770,false
713097,71315.0,0.002,932914,932914,1730680082212,false
713098,71335.7,0.003,932915,932915,1730680097531,false
713099,71332.6,0.006,932916,932917,1730680106036,true
713100,71330.3,0.001,932918,932918,1730680106036,true
713101,71326.6,0.002,932919,932919,1730680156229,false
713102,71321.5,0.005,932920,932921,1730680161585,true
713103,71321.8,0.001,932922,932922,1730680218008,false
713104,71323.4,0.001,932923,932923,1730680220320,false
713105,71319.4,0.011,932924,932924,1730680223860,true
713106,71319.3,0.019,932925,932925,1730680223860,true
713107,71319.2,0.001,932926,932926,1730680223860,true
713108,71317.3,0.01,932927,932927,1730680223860,true
713109,71317.2,0.031,932928,932928,1730680223860,true
713110,71316.5,0.01,932929,932929,1730680223860,true
713111,71315.8,0.007,932930,932930,1730680223860,true
713112,71315.7,0.001,932931,932931,1730680223860,true
713113,71321.6,0.006,932932,932932,1730680237287,false
713114,71321.7,0.005,932933,932933,1730680237287,false
713115,71319.0,0.001,932934,932934,1730680243095,true
713116,71315.7,0.001,932935,932935,1730680249259,true
713117,71316.7,0.001,932936,932936,1730680259829,false
713118,71315.4,0.001,932937,932937,1730680271278,true
713119,71315.4,0.002,932938,932938,1730680272797,true
713120,71313.4,0.004,932939,932940,1730680272797,true
713121,71308.1,0.002,932941,932941,1730680272910,true
713122,71301.7,0.006,932942,932942,1730680272965,true
713123,71301.5,0.001,932943,932943,1730680272965,true
713124,71300.0,0.01,932944,932944,1730680272965,true
713125,71298.1,0.001,932945,932945,1730680272965,true
713126,71293.7,0.007,932946,932947,1730680272965,true
713127,71290.2,0.003,932948,932948,1730680276858,false
713128,71290.0,0.015,932949,932949,1730680278261,true
713129,71286.6,0.001,932950,932950,1730680279039,true
713130,71323.9,0.003,932951,932952,1730680287238,false
713131,71311.2,0.005,932953,932955,1730680296840,false
713132,71311.2,0.007,932956,932959,1730680296955,false
713133,71318.7,0.003,932960,932961,1730680297146,false
713134,71320.7,0.003,932962,932962,1730680308125,false
713135,71324.6,0.014,932963,932965,1730680308285,false
713136,71358.0,0.01,932966,932968,1730680339537,false
713137,71367.3,0.003,932969,932969,1730680339788,false
713138,71368.3,0.081,932970,932971,1730680339788,false
713139,71372.8,0.004,932972,932972,1730680340139,true
713140,71363.9,0.003,932973,932975,1730680362754,true
713141,71359.0,0.001,932976,932976,1730680363054,true
713142,71340.1,0.003,932977,932978,1730680396040,false
713143,71350.5,0.003,932979,932980,1730680416571,true
713144,71332.2,0.001,932981,932981,1730680418231,true
713145,71322.8,0.001,932982,932982,1730680421718,true
713146,71322.8,0.002,932983,932983,1730680421951,true
713147,71307.4,0.002,932984,932984,1730680428707,true
713148,71301.4,0.003,932985,932985,1730680428724,true
713149,71303.7,0.002,932986,932986,1730680428727,true
713150,71285.0,0.002,932987,932988,1730680437121,true
713151,71265.0,0.001,932989,932989,1730680452114,true
713152,71260.1,0.001,932990,932990,1730680452221,true
713153,71260.0,0.03,932991,932997,1730680453019,true
713154,71250.0,0.002,932998,932999,1730680453243,true
713155,71247.8,0.001,933000,933000,1730680453328,true
713156,71243.0,0.004,933001,933002,1730680455041,true
713157,71255.2,0.003,933003,933003,1730680458653,false
713158,71247.9,0.003,933004,933006,1730680466267,true
713159,71252.0,0.003,933007,933007,1730680476267,false
713160,71255.2,0.004,933008,933008,1730680476703,false
713161,71256.8,0.003,933009,933009,1730680476715,false
713162,71260.2,0.002,933010,933010,1730680478318,false
713163,71260.2,0.001,933011,933011,1730680478422,false
713164,71257.7,0.003,933012,933013,1730680484660,false
713165,71251.0,0.003,933014,933015,1730680496507,false
713166,71254.7,0.003,933016,933017,1730680497856,false
713167,71260.0,0.007,933018,933019,1730680500355,false
713168,71260.1,0.003,933020,933020,1730680500355,false
713169,71258.3,0.007,933021,933021,1730680506703,false
713170,71278.4,0.003,933022,933023,1730680520346,false
713171,71281.5,0.001,933024,933024,1730680520395,false
713172,71270.5,0.003,933025,933025,1730680537287,false
713173,71273.2,0.005,933026,933026,1730680537287,false
713174,71251.8,0.003,933027,933028,1730680576188,false
713175,71247.4,0.005,933029,933033,1730680578258,true
713176,71243.5,0.003,933034,933035,1730680578812,true
713177,71230.0,0.061,933036,933042,1730680580153,true
713178,71229.4,0.002,933043,933044,1730680580241,true
713179,71225.2,0.002,933045,933045,1730680581064,true
713180,71219.7,0.007,933046,933046,1730680581064,true
713181,71208.8,0.011,933047,933047,1730680581064,true
713182,71210.4,0.001,933048,933048,1730680581119,false
713183,71205.4,0.005,933049,933051,1730680584041,true
713184,71200.0,0.23,933052,933061,1730680584070,true
713185,71181.4,0.001,933062,933062,1730680584157,true
713186,71178.4,0.041,933063,933063,1730680584157,true
713187,71177.8,0.023,933064,933065,1730680584157,true
713188,71177.7,0.023,933066,933066,1730680584157,true
713189,71190.2,0.031,933067,933067,1730680584183,true
713190,71162.9,0.006,933068,933069,1730680584189,true
713191,71162.7,0.02,933070,933071,1730680584189,true
713192,71166.8,0.002,933072,933073,1730680585081,false
713193,71166.8,0.001,933074,933074,1730680585241,false
713194,71168.2,0.005,933075,933078,1730680585378,false
713195,71170.6,0.008,933079,933082,1730680585830,false
713196,71181.1,0.003,933083,933083,1730680586666,false
713197,71161.5,0.004,933084,933084,1730680598336,false
713198,71154.1,0.007,933085,933085,1730680600189,true
713199,71152.2,0.001,933086,933086,1730680600203,true
713200,71133.0,0.001,933087,933087,1730680601600,true
713201,71133.1,0.003,933088,933089,1730680602288,false
713202,71135.6,0.003,933090,933090,1730680603087,false
713203,71144.7,0.019,933091,933091,1730680603087,false
713204,71145.1,0.001,933092,933092,1730680603087,false
713205,71150.1,0.023,933093,933093,1730680603087,false
713206,71151.7,0.004,933094,933094,1730680603087,false
713207,71139.4,0.003,933095,933096,1730680604455,false
713208,71139.6,0.003,933097,933097,1730680604457,false
713209,71133.0,0.001,933098,933098,1730680612257,true
713210,71133.0,0.005,933099,933101,1730680612509,true
713211,71124.3,0.004,933102,933104,1730680619485,false
713212,71135.1,0.001,933105,933105,1730680619837,false
713213,71135.1,0.003,933106,933108,1730680620100,false
713214,71124.2,0.001,933109,933109,1730680622061,true
713215,71124.2,0.005,933110,933110,1730680622412,true
713216,71120.5,0.002,933111,933111,1730680622412,true
713217,71120.6,0.004,933112,933112,1730680623722,false
713218,71121.0,0.004,933113,933113,1730680623722,false
713219,71126.3,0.005,933114,933114,1730680625287,false
713220,71130.0,0.005,933115,933115,1730680625697,false
713221,71132.1,0.005,933116,933116,1730680625697,false
713222,71143.9,0.005,933117,933117,1730680626253,false
713223,71135.0,0.004,933118,933119,1730680628370,false
713224,71142.7,0.004,933120,933122,1730680630234,false
713225,71144.8,0.004,933123,933123,1730680636760,false
713226,71150.2,0.005,933124,933124,1730680650660,false
713227,71120.5,0.005,933125,933128,1730680662236,true
713228,71118.1,0.002,933129,933130,1730680662359,true
713229,71117.4,0.01,933131,933133,1730680662360,true
713230,71117.1,0.002,933134,933134,1730680662367,true
713231,71077.6,0.004,933135,933136,1730680665767,false
713232,71087.0,0.001,933137,933137,1730680666035,false
713233,71084.3,0.008,933138,933138,1730680666035,true
713234,71083.9,0.019,933139,933139,1730680666035,true
713235,71083.0,0.031,933140,933140,1730680666035,true
713236,71077.7,0.023,933141,933141,1730680666035,true
713237,71077.6,0.01,933142,933142,1730680666035,true
713238,71066.1,0.002,933143,933143,1730680668687,false
713239,71065.4,0.003,933144,933146,1730680669225,false
713240,71068.3,0.003,933147,933147,1730680676780,false
713241,71060.3,0.004,933148,933149,1730680682951,true
713242,71056.0,0.082,933150,933155,1730680682958,true
713243,71048.3,0.003,933156,933156,1730680683117,true
713244,71042.9,0.005,933157,933157,1730680683133,true
713245,71029.3,0.001,933158,933158,1730680683136,true
713246,71027.2,0.041,933159,933159,1730680683136,true
713247,71021.6,0.011,933160,933160,1730680683136,true
713248,71018.5,0.008,933161,933161,1730680683136,true
713249,71023.8,0.005,933162,933164,1730680683941,false
713250,71037.0,0.003,933165,933166,1730680687139,false
713251,71058.7,0.01,933167,933167,1730680689787,false
713252,71058.8,0.01,933168,933168,1730680689787,false
713253,71050.3,0.003,933169,933169,1730680692537,false
713254,71058.6,0.003,933170,933170,1730680697798,false
713255,71051.0,0.003,933171,933171,1730680698405,false
713256,71050.9,0.005,933172,933172,1730680698857,true
713257,71044.4,0.003,933173,933174,1730680700825,false
713258,71042.3,0.001,933175,933175,1730680706830,true
713259,71037.3,0.001,933176,933176,1730680707324,true
713260,71017.8,0.001,933177,933177,1730680711557,true
713261,71009.5,0.003,933178,933179,1730680714777,false
713262,71000.0,0.001,933180,933180,1730680716007,true
713263,70984.9,0.003,933181,933181,1730680717033,false
713264,70992.3,0.003,933182,933182,1730680717896,false
713265,71007.6,0.003,933183,933183,1730680718109,false
713266,70999.7,0.001,933184,933184,1730680720114,false
713267,70999.7,0.003,933185,933185,1730680721707,false
713268,71009.3,0.003,933186,933187,1730680722738,false
713269,71016.0,0.003,933188,933188,1730680722849,false
713270,71019.7,0.003,933189,933189,1730680724073,false
713271,71028.6,0.016,933190,933190,1730680724073,false
713272,71032.8,0.003,933191,933193,1730680730987,false
713273,71039.9,0.003,933194,933194,1730680741242,false
713274,71048.3,0.001,933195,933195,1730680741242,false
713275,70987.7,0.002,933196,933196,1730680749032,true
713276,70987.1,0.003,933197,933197,1730680749032,true
713277,70981.4,0.023,933198,933198,1730680749032,true
713278,70981.3,0.001,933199,933199,1730680749032,true
713279,70980.7,0.009,933200,933200,1730680749032,true
713280,70980.6,0.064,933201,933202,1730680749032,true
713281,70976.2,0.001,933203,933203,1730680749032,true
713282,70974.1,0.001,933204,933204,1730680749032,true
713283,70974.0,0.009,933205,933205,1730680749032,true
713284,70973.5,0.041,933206,933206,1730680749032,true
713285,70973.4,0.001,933207,933207,1730680749032,true
713286,70972.7,0.007,933208,933209,1730680749032,true
713287,70969.6,0.001,933210,933210,1730680749032,true
713288,70969.5,0.009,933211,933211,1730680749032,true
713289,70969.4,0.001,933212,933212,1730680749032,true
713290,70969.3,0.009,933213,933213,1730680749032,true
713291,70969.2,0.001,933214,933214,1730680749032,true
713292,70966.3,0.001,933215,933215,1730680749032,true
713293,70965.3,0.011,933216,933216,1730680749032,true
713294,70965.2,0.005,933217,933217,1730680749032,true
713295,71002.5,0.003,933218,933219,1730680753077,false
713296,71008.6,0.003,933220,933221,1730680754942,false
713297,71034.5,0.002,933222,933222,1730680755940,false
713298,71021.7,0.003,933223,933223,1730680756330,true
713299,71021.6,0.002,933224,933224,1730680756792,true
713300,71006.0,0.001,933225,933225,1730680757693,false
713301,71009.1,0.01,933226,933226,1730680762243,true
713302,71010.6,0.003,933227,933228,1730680763000,false
713303,71032.8,0.003,933229,933229,1730680787126,true
713304,71133.0,0.007,933230,933231,1730680811002,false
713305,71145.0,0.016,933232,933232,1730680815432,false
713306,71152.1,0.001,933233,933233,1730680816369,true
713307,71152.1,0.001,933234,933234,1730680817854,false
713308,71152.2,0.001,933235,933235,1730680817941,false
713309,71141.9,0.001,933236,933236,1730680818937,true
713310,71136.3,0.003,933237,933237,1730680819420,false
713311,71123.7,0.003,933238,933239,1730680821072,true
713312,71080.4,0.003,933240,933241,1730680833688,false
713313,71097.5,0.002,933242,933242,1730680876012,false
713314,71112.5,0.002,933243,933244,1730680897862,true
713315,71129.8,0.001,933245,933245,1730680936448,false
713316,71129.8,0.002,933246,933246,1730680936556,false
713317,71118.9,0.001,933247,933247,1730680943995,true
713318,71108.5,0.002,933248,933249,1730680944680,true
713319,71086.7,0.031,933250,933250,1730680968947,true
713320,71081.2,0.023,933251,933251,1730680968947,true
713321,71081.1,0.016,933252,933252,1730680968947,true
713322,71157.2,0.002,933253,933253,1730680996545,false
713323,71148.7,0.009,933254,933254,1730680997317,false
713324,71146.4,0.002,933255,933256,1730680997441,true
713325,71143.8,0.001,933257,933257,1730680997637,false
713326,71156.9,0.003,933258,933258,1730680998327,false
713327,71166.6,0.008,933259,933259,1730681021424,false
713328,71196.8,0.005,933260,933260,1730681055579,false
713329,71201.3,0.001,933261,933261,1730681056482,false
713330,71199.4,0.002,933262,933263,1730681056547,false
713331,71197.3,0.003,933264,933264,1730681057849,false
713332,71192.5,0.003,933265,933267,1730681058859,true
713333,71179.2,0.006,933268,933268,1730681059422,true
713334,71201.5,0.002,933269,933269,1730681087641,false
713335,71169.8,0.019,933270,933270,1730681102111,true
713336,71166.4,0.003,933271,933271,1730681102111,true
713337,71166.3,0.023,933272,933272,1730681102111,true
713338,71163.4,0.01,933273,933273,1730681102111,true
713339,71163.3,0.014,933274,933274,1730681102111,true
713340,71159.8,0.003,933275,933275,1730681102111,true
713341,71159.7,0.007,933276,933276,1730681102111,true
713342,71159.6,0.003,933277,933277,1730681102111,true
713343,71159.5,0.007,933278,933278,1730681102111,true
713344,71158.0,0.001,933279,933279,1730681102111,true
713345,71154.2,0.001,933280,933280,1730681102111,true
713346,71153.9,0.01,933281,933281,1730681102111,true
713347,71153.8,0.01,933282,933282,1730681102111,true
713348,71152.3,0.041,933283,933283,1730681102111,true
713349,71150.9,0.001,933284,933284,1730681102111,true
713350,71150.4,0.001,933285,933285,1730681102111,true
713351,71205.4,0.005,933286,933286,1730681112287,false
713352,71213.4,0.002,933287,933287,1730681112287,false
713353,71212.3,0.003,933288,933288,1730681117340,false
713354,71212.3,0.001,933289,933289,1730681118125,false
713355,71212.3,0.001,933290,933290,1730681119458,false
713356,71250.0,0.001,933291,933291,1730681137287,false
713357,71255.8,0.008,933292,933292,1730681137287,false
713358,71248.3,0.001,933293,933293,1730681138915,true
713359,71247.6,0.002,933294,933294,1730681138918,true
713360,71246.4,0.002,933295,933296,1730681150083,true
713361,71232.7,0.007,933297,933297,1730681168705,false
713362,71225.8,0.004,933298,933298,1730681176039,false
713363,71227.5,0.001,933299,933299,1730681177068,false
713364,71219.5,0.004,933300,933300,1730681177690,true
713365,71198.7,0.005,933301,933301,1730681214457,false
713366,71193.2,0.002,933302,933302,1730681234253,false
713367,71195.4,0.001,933303,933303,1730681236456,false
713368,71195.3,0.002,933304,933304,1730681236547,false
713369,71196.8,0.003,933305,933305,1730681237456,false
713370,71208.1,0.011,933306,933306,1730681252287,false
713371,71206.8,0.003,933307,933308,1730681252919,true
713372,71205.5,0.003,933309,933310,1730681252919,true
713373,71186.4,0.001,933311,933311,1730681253949,true
713374,71182.1,0.002,933312,933312,1730681273935,false
713375,71194.1,0.007,933313,933313,1730681282671,true
713376,71193.8,0.031,933314,933314,1730681282671,true
713377,71186.4,0.001,933315,933315,1730681282671,true
713378,71185.0,0.004,933316,933316,1730681282671,true
713379,71184.9,0.006,933317,933317,1730681282671,true
713380,71182.7,0.002,933318,933318,1730681282671,true
713381,71182.6,0.004,933319,933319,1730681282671,true
713382,71182.5,0.002,933320,933320,1730681282671,true
713383,71182.4,0.004,933321,933321,1730681282671,true
713384,71182.3,0.002,933322,933322,1730681282671,true
713385,71182.2,0.004,933323,933323,1730681282671,true
713386,71182.1,0.002,933324,933324,1730681282671,true
713387,71182.0,0.002,933325,933325,1730681282671,true
713388,71201.0,0.01,933326,933326,1730681282728,false
713389,71201.1,0.01,933327,933327,1730681282728,false
713390,71220.4,0.002,933328,933328,1730681296067,false
713391,71224.9,0.001,933329,933329,1730681296903,false
713392,71224.3,0.001,933330,933330,1730681297780,false
713393,71217.9,0.005,933331,933331,1730681307287,false
713394,71217.8,0.005,933332,933332,1730681307614,true
713395,71150.1,0.007,933333,933333,1730681322287,false
713396,71150.0,0.002,933334,933335,1730681324345,true
713397,71131.6,0.002,933336,933336,1730681330052,false
713398,71129.8,0.003,933337,933337,1730681334176,true
713399,71128.7,0.007,933338,933338,1730681335660,true
713400,71120.0,0.004,933339,933339,1730681336008,true
713401,71124.7,0.005,933340,933340,1730681342287,false
713402,71150.0,0.006,933341,933341,1730681352287,false
713403,71151.1,0.003,933342,933342,1730681356164,false
713404,71151.1,0.001,933343,933343,1730681356356,false
713405,71164.7,0.003,933344,933344,1730681358201,false
713406,71177.1,0.001,933345,933345,1730681375328,true
713407,71177.1,0.003,933346,933347,1730681376373,true
713408,71177.1,0.001,933348,933348,1730681377665,true
713409,71175.1,0.003,933349,933350,1730681377680,true
713410,71174.8,0.001,933351,933351,1730681377696,false
713411,71176.0,0.031,933352,933352,1730681386816,true
713412,71172.7,0.017,933353,933353,1730681386816,true
713413,71170.4,0.01,933354,933354,1730681386816,true
713414,71170.3,0.005,933355,933355,1730681386816,true
713415,71223.1,0.003,933356,933356,1730681416878,false
713416,71222.2,0.003,933357,933358,1730681417544,false
713417,71210.7,0.005,933359,933361,1730681419119,true
713418,71202.8,0.009,933362,933362,1730681427287,false
713419,71202.8,0.002,933363,933363,1730681476146,false
713420,71202.8,0.001,933364,933364,1730681477361,false
713421,71202.8,0.004,933365,933365,1730681479180,false
713422,71207.0,0.01,933366,933366,1730681479180,false
713423,71208.2,0.01,933367,933367,1730681479180,false
713424,71209.8,0.006,933368,933368,1730681479180,false
713425,71209.9,0.001,933369,933369,1730681479180,false
713426,71210.0,0.041,933370,933370,1730681479180,false
713427,71211.8,0.023,933371,933371,1730681479180,false
713428,71211.9,0.033,933372,933373,1730681479180,false
713429,71213.4,0.007,933374,933374,1730681479180,false
713430,71215.7,0.01,933375,933375,1730681479180,false
713431,71216.1,0.009,933376,933376,1730681479180,false
713432,71217.1,0.001,933377,933377,1730681479180,false
713433,71219.5,0.01,933378,933378,1730681479180,false
713434,71219.6,0.03,933379,933379,1730681479180,false
713435,71219.7,0.07,933380,933380,1730681479180,false
713436,71219.9,0.012,933381,933381,1730681479180,false
713437,71242.3,0.001,933382,933382,1730681485320,false
713438,71268.6,0.035,933383,933383,1730681494665,false
713439,71274.6,0.009,933384,933384,1730681497287,false
713440,71273.8,0.003,933385,933385,1730681497402,true
713441,71286.6,0.001,933386,933386,1730681503254,false
713442,71293.7,0.003,933387,933389,1730681505092,false
713443,71293.7,0.004,933390,933392,1730681521567,false
713444,71298.1,0.001,933393,933393,1730681521582,false
713445,71300.0,0.01,933394,933394,1730681523053,false
713446,71301.5,0.001,933395,933395,1730681523901,false
713447,71301.7,0.006,933396,933396,1730681523901,false
713448,71308.6,0.035,933397,933397,1730681528132,false
713449,71313.4,0.002,933398,933398,1730681528146,false
713450,71318.9,0.041,933399,933399,1730681528146,false
713451,71339.1,0.005,933400,933400,1730681536663,false
713452,71337.1,0.001,933401,933401,1730681536709,false
713453,71335.4,0.007,933402,933402,1730681545042,false
713454,71336.1,0.006,933403,933403,1730681545042,false
713455,71337.0,0.035,933404,933404,1730681545042,false
713456,71338.3,0.01,933405,933405,1730681545042,false
713457,71343.7,0.005,933406,933407,1730681545042,false
713458,71329.1,0.005,933408,933409,1730681550966,true
